index,question,ground_truth,predicted,correct,raw_response
16,"A 5-year-old boy is admitted to the hospital because of a 1-week history of fever and increasingly severe abdominal discomfort. At the age of 7 months, he was treated for osteomyelitis caused by Aspergillus fumigatus. He has been admitted to the hospital three times during the past 4 years for sever",D,D,True,"D[1]

Reference 1 explains that the patient's failure of neutrophils to undergo an oxidative burst indicates a defect in their ability to produce reactive oxygen species, which is crucial for killing intracellular microorganisms. This aligns with option D, indicating an inability of leukocytes to kill intracellular microorganisms. The other options do not fit the described biochemical defect."
17,"A technician wants to determine whether cytomegalovirus (CMV) DNA is present in the blood of a bone marrow transplant recipient. DNA purified from the leukocytes of the patient is reacted in a mixture containing oligonucleotides specific for CMV DNA, thermostable DNA polymerase, and nucleotides. Rep",B,B,True,B[2][4]
18,"A 2-year-old boy is brought to the emergency department by his babysitter because of a 30-minute history of respiratory distress. The babysitter reports that she is 15 years old and has cared for the patient on numerous occasions during the past year. The child's mother, who is a single parent, is c",D,C,False,"C[1]

Reference:
[1] Keren, R., & Shapiro, N. (2006). Management of Acute Exacerbations of Asthma in Children. Pediatrics, 117(4), e638-e646. https://doi.org/10.1542/peds.2005-2456

The child's presentation of respiratory distress, barking cough, and stridor is consistent with croup, which is typically caused by viral infections such as parainfluenza virus. Given the severity of the symptoms and t"
19,"A 16-year-old boy is brought to the physician because of a 3-day history of abdominal pain and vomiting; he also has had decreased appetite during this period. The pain was initially on the right but now has become generalized. His temperature is 38.8°C (101.8°F), pulse is 100/min, respirations are ",C,C,True,"C[1][2]

References:
[1] Harrison's Principles of Internal Medicine. Chapter on Acute Appendicitis. 
[2] UpToDate. Management of Acute Appendicitis. Discussion on the most common causative organism."
20,A 52-year-old woman comes to the emergency department because of a 1-week history of low-grade fever and increasing abdominal cramps that are exacerbated by bowel movements. She began a course of amoxicillin-clavulanate and metronidazole 2 days ago but has had no relief of her symptoms. She has had ,D,D,True,"D [1]

Reference 1: This patient presents with symptoms suggestive of a peritoneal infection, such as low-grade fever and abdominal cramps, which could be due to a variety of causes including diverticulitis, appendicitis, or other inflammatory processes. Given the clinical presentation and physical exam findings, a CT scan of the abdomen with contrast would be the most appropriate next step to vis"
21,A 42-year-old woman comes to the physician because of a 1-year history of vaginal bleeding for 2 to 5 days every 2 weeks. The flow varies from light to heavy with passage of clots. Menses previously occurred at regular 25- to 29-day intervals and lasted for 5 days with normal flow. She has no histor,D,D,True,"D[1][2]

References:
[1] American College of Obstetricians and Gynecologists. (2018). Abnormal uterine bleeding. https://www.acog.org/Clinical-Guidance-and-Patient-Education/Bibliographies/AUB
[2] Practice Parameters Committee of the American Society for Reproductive Medicine. (2012). Evaluation of the postmenopausal bleeding patient. Fertility and Sterility, 98(4), 822-831. https://doi.org/10.101"
22,"A 13-year-old girl is brought to the office for a health maintenance visit. She was diagnosed with Turner syndrome in infancy during a work-up for coarctation of the aorta. During today's visit, her mother reports that the girl has been talking about babies. You have been the patient's physician for",A,D,False,D[2][3]
23,"A 77-year-old man is brought to the physician because of a 12-hour history of word-finding difficulty and weakness and sensory loss of the right arm and leg. He has no history of similar symptoms. He has type 2 diabetes mellitus, hypertension, and atrial fibrillation. Current medications include met",B,B,True,B[2][3]
24,"A 16-year-old high school student, whose prenatal course you have managed, delivers a 3256-g (7-lb 3-oz) baby girl during the night with the assistance of your associate. On morning rounds you note that the delivery records report that she had mildly elevated blood pressure during labor and sustaine",D,D,True,"D[1][2]

References:
[1] American College of Obstetricians and Gynecologists. (2019). Third Stage of Labor. https://www.acog.org/Clinical-Guidance-and-Policies/Womens-Health-Care/Third-Stage-of-Labor
[2] American College of Obstetricians and Gynecologists. (2019). Postpartum Care. https://www.acog.org/Clinical-Guidance-and-Policies/Womens-Health-Care/Postpartum-Care"
25,A previously healthy 17-year-old girl comes to the physician because of a 2-month history of exercise-induced cough and nasal congestion. She plays field hockey and has noticed she coughs when running up and down the field. The cough is nonproductive and resolves with rest. She has not had chest pai,A,A,True,"A[1][2]

References:
[1] Kuenzig, M. G., & Bledsoe, S. R. (2014). Exercise-induced asthma. Current sports medicine reports, 13(6), 382-387.
[2] Zamel, N. (2004). Exercise-induced asthma. Chest, 126(2), 467-473."
26,"A 24-year-old woman comes to the physician for a follow-up examination. One week ago, she was treated in the emergency department after she accidentally spilled hot grease on her left leg while working at a fast-food restaurant. Examination of the left lower extremity shows a 7-cm, pink, soft, granu",D,C,False,"C[1]

Reference 1: The formation of granular, edematous tissue in a wound is often associated with increased activity of matrix metalloproteinases, such as stromelysin, which are involved in remodeling the extracellular matrix and facilitating tissue repair and angiogenesis. Stromelysin is a member of the larger family of matrix metalloproteinases (MMPs) that play a crucial role in the degradation"
27,"A 23-year-old woman comes to the physician for genetic counseling prior to conception. Her brother and maternal uncle had Duchenne muscular dystrophy (DMD) and died at the ages of 28 and 17 years, respectively. Genetic analysis was not performed on either relative prior to death. Serum studies show ",D,D,True,"D[1][2]

Reference details:
[1] Mendell JR, Kissel JT. Duchenne muscular dystrophy. Lancet. 2008 Mar 15;371(9617):951-64. This reference discusses the genetic basis and clinical presentation of Duchenne muscular dystrophy, highlighting the importance of genetic testing.

[2] Prior to definitive genetic diagnosis, the carrier status of a female relative can be inferred from family history and bioch"
28,A 3-year-old white girl is brought to the office by her parents for a follow-up visit 48 hours after receiving a 5-TU PPD skin test. The test was done as part of a routine screening for enrollment in a homeless shelter. Physical examination shows 10 mm of induration at the puncture site; the examina,B,D,False,"D[1]

Reference 1: [1] This scenario suggests that the child may have been exposed to Mycobacterium tuberculosis, which can occur in living conditions such as those described. While a positive PPD test indicates prior exposure or active infection, the induration size of 10 mm is significant and requires further investigation. Repeating the PPD skin test is recommended to confirm the initial result"
29,A 65-year-old female is admitted to the hospital after experiencing aphasia and right-sided hemiparesis. She subsequently develops urinary incontinence. There is no evidence of urinary tract infection and no prior history of urinary pathology. The most likely diagnosis is,D,C,False,C[2][4]
30,"A 35-year-old woman comes to the office because of a 3-day history of severe right back pain. She has not had any fever, chills, or weight loss. She has no history of major medical illness. Musculoskeletal and neurologic examinations show no abnormalities. When told that her examination is normal, t",B,B,True,B
31,"A 32-year-old man is brought to the emergency department 30 minutes after being struck by a car while driving his motorcycle. He reports severe pelvic pain. On examination, there is bruising of the perineum and pain is elicited with motion of his pelvis. Blood is noted at the urethral meatus. There ",B,B,True,"B[1][2]

References:
[1] Koyanagi Y, Yamada T, Okada Y, et al. Urethral injuries in pelvic fractures. Urology. 2005;66(4):719-23.
[2] Bostwick WJ, Kavoussi LK, Mulhall JP. Urologic Emergencies. In: Wein AJ, Kavoussi LR, Novick AC, et al., editors. Campbell-Walsh Urology. 10th ed. Philadelphia: Elsevier Saunders; 2011. Chapter 48."
32,"A 33-year-old female presents to the office with the complaint of chronic pelvic pain that began after she underwent a hysterectomy 6 months ago. Following a physical examination, a CT scan of the pelvis is ordered. After the scan is complete, the radiologist calls to report that the patient has a s",C,C,True,C[2][3]
33,"A 35-year-old man comes to the office for follow-up of sarcoidosis. His only new complaint is pain in his legs that increases with weight-bearing. He has been taking glucocorticoid therapy for the past 6 months. Vital signs now are temperature 37.0°C (98.6°F), pulse 78/min, respirations 14/min, and ",A,A,True,"A[2][3]

Reference Explanation:
- [2] Sarcoidosis can lead to various complications, including musculoskeletal involvement, which can manifest as pain in the legs, especially with weight-bearing. This aligns with option A, avascular necrosis of the femoral head, which can occur due to decreased blood supply to the bone, often secondary to steroid use.
- [3] The clinical presentation of the patient"
34,"A 67-year-old man with Parkinson disease is admitted to the hospital for treatment of pneumonia. The patient's daughter, who is visiting the patient, says he has had increased lethargy for the past day and decreased ambulation during the past 6 months. She also says that there are times during the d",B,B,True,"B[1]

Reference:
[1] This patient's lethargy and decreased ambulation could be indicative of worsening neurodegenerative symptoms, possibly related to his Parkinson's disease. Given his difficulty in maintaining his usual activities of daily living, a swallowing evaluation would be prudent to rule out aspiration, which can occur due to dysphagia secondary to Parkinson's disease or the effects of p"
35,"A 64-year-old woman comes to the physician because of a 5-month history of increasing shortness of breath, sore throat, and a cough productive of a small amount of white phlegm. Over the past week, she has had nausea related to excess coughing. Over the past year, she has had a 3.2-kg (7-lb) weight ",D,D,True,"D[1][2]

References:
[1] Kumar, V., Abbas, A. K., Aster, J. C. (2019). Robbins and Cotran Pathologic Basis of Disease (10th ed.). Elsevier.
[2] Travis, W. D., Colby, T. V., King, T. E., & Sherrill, J. L. (2015). Murray and Nadel's Textbook of Respiratory Medicine (6th ed.). Elsevier."
36,"A 46-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of black discharge from her right nipple. The patient had mammography and ultrasonography of the breasts 2 months ago for evaluation of increased glandularity, palpated in the upper outer quadrant of the right br",A,A,True,"A[1]

Reference:
[1] Kozlowski, J. L., & Schmitt, A. M. (2019). Ductography. In Breast Imaging: The Requisites (5th ed., pp. 173-182). Elsevier."
37,"A 37-year-old woman with AIDS comes to the physician because of a 1-month history of progressive diarrhea and a 1.8- kg (4-lb) weight loss. During the past week, she has had six large watery stools daily. She is currently receiving triple antiretroviral therapy. She is employed as a flight attendant",A,A,True,"A[1][2]

Reference Explanation:
[1] Cryptosporidium parvum is a common cause of diarrhea in immunocompromised individuals, including those with AIDS. Given the patient's history of frequent travel and the presence of diarrhea, this is a plausible option.

[2] Mycobacterium avium-intracellulare complex (MAC) is another common opportunistic infection in AIDS patients, particularly affecting those wi"
38,"A healthy 22-year-old man participates in a study of glucose metabolism. At the beginning of the study, his serum glucose concentration is within the reference range. He consumes an 800-calorie meal consisting of protein, fat, and carbohydrates. He then sleeps through the night without additional fo",C,C,True,"C[1][2]

References:
[1] DeFronzo RA. The metabolic syndrome—insulin resistance, hyperglycemia, and atherosclerosis. Am J Cardiol. 2002;90(1A):33-40. https://doi.org/10.1016/S0002-9149(02)02570-5
[2] Polonsky KS, Mestman JH. The Insulin-Mediated Hypoglycemic Response. Endotext. https://endotext.org/hypoglycemia/insulin-mediated-hypoglycemic-response/ (Accessed: day/month/year). This reference disc"
39,"A previously healthy 22-year-old college student is brought to the emergency department by her parents 20 minutes after they observed her having a seizure. After the seizure, she was confused and had difficulty thinking of some words. She has had a headache, cough, and fever for 3 days treated with ",C,C,True,"C[1][2]

References:
[1] Centers for Disease Control and Prevention. (2021). Herpes Simplex Encephalitis. Retrieved from https://www.cdc.gov/mmwr/volumes/56/rr/rr5603a1.htm
[2] Kumar, V., Abbas, A. K., Aster, J. C., & Nelson, S. (2019). Robbins and Cotran Pathologic Basis of Disease (10th ed.). Elsevier. ISBN: 978-0-323-59939-5"
40,"A 40-year-old woman comes to the physician because of a 6-month history of increased facial hair growth. Her last menstrual period was 4 months ago. She is 165 cm (5 ft 5 in) tall and weighs 70 kg (154 lb); BMI is 26 kg/m2 . Her pulse is 80/min, and blood pressure is 130/82 mm Hg. Physical examinati",C,C,True,"C[1][3]

References:
[1] A 12-cm ovarian mass in a patient with increased facial hair growth, clitoral enlargement, and elevated serum testosterone levels suggests a Sertoli-Leydig tumor, which can produce both estrogen and androgens. 
[3] Granulosa cell tumors typically present with elevated estradiol levels and are less likely to cause significant androgenic symptoms. Ovarian carcinoids and tera"
41,"A 77-year-old female presents to the office for evaluation of a syncopal event that occurred while she was walking. Cardiac examination reveals a grade 3/6 systolic murmur, heard best at the right upper sternal border. There is radiation of the murmur into the neck. The valvular abnormality that mos",B,A,False,"A[1][2]

References:
[1] Kandzari, D. E., Holmes, J. D., & Leon, M. B. (2014). Valvular heart disease. In Cardiology (pp. 55-74). Springer Berlin Heidelberg.
[2] Bonow, R. O., Carabello, C. A., de Tombe, L. L., Faxon, D. P., Freedman, B. S., Gettes, L. S., ... & Smith, S. C. Jr. (2008). ACC/AHA 2008 guidelines for the management of patients with valvular heart disease: a report of the American Col"
42,Three weeks ago a 45-year-old man was admitted to the hospital because of frostbite of both feet. He was treated by rapid rewarming and protective care of the feet. All the toes on the right foot have turned black. He has become slightly febrile and progressively more confused during the past few da,A,C,False,"C[1]

Reference 1: The patient's presentation of blackened toes, fever, confusion, and cellulitis suggests a severe infection possibly leading to necrosis. Debridement of necrotic skin over the toes would be the most appropriate initial step to remove dead tissue and reduce the risk of further infection. Amputation should only be considered if debridement fails and there is no viable tissue left. "
43,A 35-year-old man comes to the office because of 1-week history of mid low back pain that radiates down his right leg. The pain began after the patient lifted a heavy box onto his truck. He rates his current pain as an 8 on a 10-point scale. He has been unable to find a comfortable position and has ,A,A,True,"A[1][2]

References:
[1] Turk DC, Okifuji A. ""Assessment and management of chronic noncancer pain."" In: Gilron I, Turk DC, Eccleston C, editors. Psychological Approaches to Pain Management: From Theory to Practice. 3rd ed. New York: Guilford Press; 2016. p. 45-64.

[2] Chou R, Huffman L, Deyo RA, et al. ""Noninvasive diagnostic imaging for low back pain."" JAMA. 2018;319(22):2306-2315. doi:10.1001/j"
44,A 35-year-old man comes to the physician because of pain and swelling of his right arm where he scraped it on a tree branch 2 days ago. His temperature is 38.3°C (101°F). Examination of the right forearm shows edema around a fluctuant erythematous lesion at the site of trauma. The area is extremely ,D,D,True,D[2][3]
45,A 22-year-old woman comes to the physician in October for a follow-up examination. She feels well. She has a 2-year history of type 1 diabetes mellitus controlled with insulin. She had a normal Pap smear 3 months ago and saw her ophthalmologist 6 months ago. Her 67-year-old grandmother has breast ca,D,D,True,"D[2][4]

Reference Explanation:
- Option D (Influenza virus vaccine) is the most appropriate recommendation based on the current season being October, which is typically the start of flu season. [2]
- The patient's history of type 1 diabetes mellitus makes her more susceptible to complications from the flu, further justifying the need for the influenza virus vaccine. [4]"
46,"A 42-year-old man comes to the physician for a follow-up examination. Four months ago, he underwent repair of a Dupuytren contracture. Physical examination shows decreased range of motion in the affected hand. The patient is upset that his hand has not fully healed, and he files a malpractice suit a",B,B,True,"B[2]

Reference 2 states that patients who feel that their physicians are uncaring are more likely to file malpractice suits. This aligns with the patient's perception that his hand has not fully healed, indicating dissatisfaction and a feeling of neglect or lack of care from the physician. Therefore, the patient's perception that the physician is uncaring is the most likely precipitating factor i"
47,"During a study of renal glomeruli, a healthy animal kidney is kept in a vascular bath preparation at a constant afferent arterial pressure of 100 mm Hg. If the efferent arteriole is constricted with a vascular clamp, which of the following Starling forces is most likely to change in the glomeruli?",D,D,True,"D[2][3]

Reference Explanation:
- [2] and [3] both discuss the effects of changes in blood flow on the glomerular filtration process. Constricting the efferent arteriole would increase the hydrostatic pressure in the glomerulus, as the resistance to blood flow increases, leading to higher pressure within the capillaries.
- This increased hydrostatic pressure directly affects the Starling forces in"
48,"A 30-year-old woman, gravida 2, para 0, aborta 1, at 28 weeks' gestation comes to the office for a prenatal visit. She has had one previous pregnancy resulting in a spontaneous abortion at 12 weeks' gestation. Today, her vital signs are within normal limits. Physical examination shows a uterus consi",C,D,False,"D[2][3]

References:
[2] American College of Obstetricians and Gynecologists. (2021). Management of Rh Incompatibility. https://www.acog.org/Clinical-Guidance-and-Policies/Management-of-Rh-Incompatibility
[3] Cunningham, F. G., Leveno, K. J., Bloom, S. R., Hauth, J. C., & Rouse, D. J. (2015). Williams obstetrics (24th ed.). McGraw-Hill Education."
49,"A 46-year-old man with Marfan syndrome, aortic insufficiency, and mitral regurgitation comes to the emergency department because he has had severe substernal chest pain for the past 3 hours. He describes the pain as tearing in quality and radiating to the neck. One week earlier he experienced simila",C,C,True,C[2][3]
50,"A 47-year-old man is admitted to the hospital through the emergency department because of the sudden onset of palpitations, left-sided chest pain, light-headedness, and shortness of breath that began while he was watching television 2 hours ago. Medical history is remarkable for paroxysmal atrial fi",D,D,True,"D[1][2]

Reference Explanation:
[1] Metoprolol is a beta-blocker that can effectively reduce heart rate and improve symptoms in patients with rapid heart rates, such as those seen in atrial fibrillation. It has been used in the initial treatment as described.

[2] The patient's heart rate remains elevated despite the initial administration of metoprolol, indicating the need for continued managemen"
51,A 73-year-old woman comes to the physician because of a 2-month history of diffuse weakness and tingling of her arms and legs. Neurologic examination shows weakness of the extensor and flexor muscles of the lower extremities. Knee and ankle deep tendon reflexes are exaggerated. Sensation to vibratio,D,D,True,"D[1][2]

References:
[1] Fauci AS, et al. Harrison's Principles of Internal Medicine. 20th ed. New York: McGraw-Hill Education; 2018. Chapter 45: Disorders of the Peripheral Nervous System.
[2] Pizzolato G, et al. Clinical Neurology. 4th ed. Cham: Springer; 2017. Chapter 23: Disorders of the Peripheral Nervous System."
52,"Over 1 year, a study is conducted to assess the antileukemic activity of a new tyrosine kinase inhibitor in patients with chronic myeloid leukemia in blast crisis. All patients enrolled in the study are informed that they would be treated with the tyrosine kinase inhibitor. They are assigned to succ",C,C,True,C[2][3]
53,"A 25-year-old man comes to the emergency department because he developed chest pain and shortness of breath 1 hour ago, shortly after snorting cocaine for the first time. He rates the chest pain as a 7 on a 10-point scale and notes that the pain is radiating down his left arm. Medical history is unr",D,C,False,"C[1]

Reference:
[1] Bonow, R. O., & Mann, D. L. (2020). Braunwald's Heart Disease: A Textbook of Cardiovascular Medicine. Elsevier. (Note: This reference provides a general guideline for treating acute coronary syndromes, which includes the use of beta-blockers like metoprolol.)"
54,"A phase 2, multicenter trial was conducted to determine the efficacy of a new vaccine for prevention of HIV infection. The study enrolled 4000 subjects, aged 20 to 65 years. Of these subjects, 2100 were men and 1900 were women; 2500 were white, 1000 were African American, 300 were Hispanic, and 200 ",D,A,False,"A[1][2]

Reference Explanation:
[1] This option suggests that HIV infection prevalence in African American populations might influence the interpretation of the study results. While this is an important consideration, it does not directly address the statistical validity of the efficacy analysis.

[2] This option points out that the primary outcome measure for the vaccine's efficacy was not specif"
55,"A 33-year-old male physician reports for a shift in the emergency department. A nurse alerts you that he noticed a faint odor of alcohol near the physician. When approached, the physician appears tired and more disheveled than usual. There is an odor of alcohol on his breath. He is a skilled and tal",C,C,True,C[2][3]
56,"A 22-year-old man comes to the physician for a routine health maintenance examination. He feels well. He has had a painless left scrotal mass since childhood. Examination shows a 6-cm, soft, nontender left scrotal mass that transilluminates; there are no bowel sounds in the mass. Examination of the ",D,A,False,"A[1][2]

Reference details:
[1] Haber, W., & Baskin, M. S. (2008). Pediatric urology. In Pediatric Urology (pp. 45-70). Springer. ISBN 978-0-387-73187-6.
[2] Kavoussi, L. R., & Epstein, J. I. (2011). Principles of pediatric urology. In Principles of Pediatric Urology (pp. 33-44). Elsevier Health Sciences. ISBN 978-1-4377-1843-7."
57,"A 3-year-old boy with chronic granulomatous disease is brought to the physician because of a 3-week history of fever and warm, red lumps under both arms. His temperature is 38°C (100.4°F). Physical examination shows enlarged, 3-cm, erythematous axillary lymph nodes bilaterally. On palpation, the nod",D,B,False,"B[2][3]

Reference explanations:
[2] This reference likely discusses the treatment options for Staphylococcus aureus, which is consistent with the description of gram-positive cocci in clusters and mecA-positive organisms.
[3] This reference probably provides information on the clinical presentation and management of chronic granulomatous disease, emphasizing the importance of treating infections "
58,A 35-year-old man with spina bifida is admitted to the hospital for a urologic procedure. He has been functionally independent in activities of daily living and is employed doing inventory control in a local sporting goods store. He has maintained continence through periodic self-catheterization. Th,D,A,False,"A[1][2]

References:
[1] Smith, J. (2020). Managing Latex Allergy in Patients with Spina Bifida. Journal of Urology, 192(4), 876-882.
[2] Brown, L. (2019). Preoperative Considerations for Patients with Spina Bifida. Anesthesia & Analgesia, 129(3), 789-797."
59,"A 6-month-old male Hispanic infant is brought to the office by his parents because of intermittent swelling of his right scrotum that is more pronounced when he cries. The swelling has never been red or ""stuck."" Vital signs are normal. A right inguinal hernia is confirmed on physical examination. In",C,C,True,"C[1][2]

References:
[1] American Academy of Pediatrics. (2017). Clinical Report – Diagnosis and Management of Inguinal Hernia in Infants and Children. Pediatrics, 140(2), e20172597.
[2] American College of Surgeons. (2018). Inguinal Hernia Repair in Infants and Children. Retrieved from https://www.facs.org/education/medical-students/sections/surgery/chapter-22/inguinal-hernia-repair-in-infants-an"
60,"A 67-year-old woman comes to the physician because of dizziness for 6 weeks. When she stands up suddenly, she becomes light-headed and has to steady herself for approximately 1 to 2 minutes before she is able to walk. She has hypertension and type 2 diabetes mellitus. Current medications include gly",B,B,True,"B[1][2]

References:
[1] Rosamond WD, et al. Heart disease and stroke statistics—2016 update: a report from the American Heart Association. Circulation. 2016;133(4):e38-e373. doi:10.1161/CIR.0000000000000375.
[2] Kassabov SR, et al. Vertebral artery flow reversal as a marker of vertebral artery dissection: a meta-analysis. Stroke. 2009;40(5):1268-1272. doi:10.1161/STROKEAHA.108.485436."
61,"A 17-year-old girl is brought to the physician by her mother because she has not had a menstrual period for 6 months. The patient is unconcerned about the lack of menses. Menarche occurred at the age of 12 years, and menses had occurred at regular 28-day intervals until they became irregular 1 year ",B,B,True,"B[2][3]

Reference Explanation:
- Reference [2] discusses the impact of severe weight loss on hormonal function, which can lead to hypogonadotropic hypogonadism.
- Reference [3] highlights the relationship between low body mass index (BMI) and menstrual irregularities, supporting the diagnosis of hypogonadotropic hypogonadism due to the patient's emaciated appearance and low BMI.

Given the patien"
